date,temperaturemin,temperaturemax,precipitation,snowfall,snowdepth,avgwindspeed,fastest2minwinddir,fastest2minwindspeed,fastest5secwinddir,fastest5secwindspeed,fog,fogheavy,mist,rain,fogground,ice,glaze,drizzle,snow,freezingrain,smokehaze,thunder,highwind,hail,blowingsnow,dust,freezingfog
2015-04-26,45,54,0.02,0,0,5.82,50,12.97,40,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-04-28,39,69.1,0,0,0,2.68,40,12.08,40,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-05-03,46.9,79,0,0,0,2.68,200,12.08,210,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-05-23,48,80.1,0,0,0,2.91,50,14.99,80,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-05-27,69.1,87.1,0.3,0,0,6.71,180,17,210,21.92,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
2015-05-31,69.1,89.1,0,0,0,6.93,170,12.97,220,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-06-09,66.9,89.1,0.31,0,0,7.61,230,18.12,260,23.94,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
2015-06-13,73.9,95,0,0,0,4.92,40,10.07,310,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-06-22,70,96.1,0,0,0,2.24,210,10.07,210,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-06-28,64,84,0,0,0,5.82,230,16.11,240,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-07-16,72,86,0,0,0,6.71,40,16.11,40,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-07-25,64,88,0,0,0,2.24,130,10.07,150,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-07-26,66,89.1,0,0,0,3.13,170,8.95,130,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-07-27,72,90,0,0,0,4.25,130,10.07,160,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-08-02,64.9,90,0,0,0,3.58,50,12.08,40,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-08-06,71.1,95,1.68,0,0,2.68,230,25.95,220,31.09,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
2015-08-19,72,89.1,0.19,0,0,6.49,190,21.92,180,27.96,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
2015-08-21,70,88,0,0,0,5.59,40,16.11,50,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-08-23,61,87.1,0,0,0,1.34,170,8.95,210,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-09-09,71.1,91,0.21,0,0,6.04,230,25.95,240,31.99,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
2015-09-12,68,78.1,0.34,0,0,6.26,260,18.12,270,27.96,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-09-13,55,75.9,0,0,0,4.25,310,14.09,280,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-09-17,60.1,84,0,0,0,1.57,90,8.95,130,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-09-20,62.1,86,0,0,0,4.7,30,12.97,60,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-09-24,60.1,75.9,0.2,0,0,9.17,50,18.12,60,25.95,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-09-27,64,77,0.03,0,0,10.96,40,18.12,40,25.95,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
2015-10-01,57.9,66,0.34,0,0,10.74,50,19.91,50,25.95,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-10-03,53.1,68,1.23,0,0,12.08,50,19.91,40,29.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-10-17,39,66.9,0,0,0,3.13,350,12.08,340,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-10-21,37.9,75.9,0,0,0,1.34,230,10.07,240,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-10-25,55.9,77,0,0,0,3.8,230,12.97,230,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-11-07,59,72,0.54,0,0,5.37,230,17,340,23.04,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-11-10,48,69.1,0.22,0,0,1.79,290,10.07,320,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-11-12,45,77,0,0,0,7.61,230,23.94,230,31.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-11-13,44.1,66,0,0,0,5.82,300,16.11,270,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-11-15,31.1,64,0,0,0,0.67,210,6.93,220,8.95,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-11-17,37.9,66.9,0,0,0,4.25,90,14.09,90,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-11-18,53.1,72,0,0,0,9.4,130,19.91,140,25.05,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-11-29,48.9,73.9,0.13,0,0,2.01,80,12.08,90,14.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-12-03,39,57.9,0,0,0,4.25,310,12.97,340,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-12-04,33.1,54,0,0,0,2.01,30,10.07,30,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-12-09,42.1,64,0,0,0,4.7,230,16.11,230,21.03,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-12-10,44.1,66.9,0,0,0,3.58,220,12.08,220,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-12-18,37,59,0.16,0,0,6.26,300,16.11,310,29.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-12-24,66,77,0.04,0,0,12.75,220,23.04,200,29.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-12-25,64.9,73.9,0,0,0,8.05,230,17,230,21.03,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2015-12-26,63,73.9,0.01,0,0,2.91,190,8.95,210,12.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-01-03,31.1,53.1,0,0,0,3.36,260,10.07,260,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-01-10,37,63,0.05,0,0,11.86,240,25.05,240,36.91,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-01-13,27.1,43,0,0,0,3.36,240,12.08,230,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-01-18,22.1,35.1,0,0,0,4.03,300,14.09,310,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-01-24,28.2,46.9,0,0,1.18,2.46,320,10.07,310,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-01-26,35.1,61,0,0,0,6.26,230,17,230,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-01-30,26.2,55.9,0,0,0,5.37,230,14.99,200,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-02-01,46.9,72,0,0,0,9.17,240,21.03,240,25.95,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-02-03,51.1,72,1.26,0,0,10.51,190,23.94,180,36.01,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-02-07,37,44.1,0,0,0,6.93,20,14.99,20,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-02-11,19.2,41,0,0,0,5.82,280,16.11,260,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-02-13,21.2,34,0,0,0,6.04,300,17,280,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-02-16,35.1,60.1,1.16,0,0,8.05,170,27.96,160,38.92,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-02-21,45,71.1,0.04,0,0,8.5,240,23.04,230,29.97,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-02-23,43,46,0.19,0,0,6.26,60,12.97,60,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-02-28,31.1,66.9,0,0,0,8.28,220,21.03,220,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-03-03,28.2,48.9,0.03,0,0,6.04,110,14.99,120,21.03,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-03-06,37,57.9,0.04,0,0,3.58,50,17,210,25.05,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-03-10,57,79,0,0,0,14.32,230,25.05,230,31.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-03-11,63,80.1,0,0,0,8.95,230,23.04,230,29.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-03-16,57,86,0,0,0,5.37,260,17,230,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-03-20,39.9,43,0.09,0,0,6.71,30,12.97,20,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-03-26,55,64.9,0.06,0,0,6.26,60,16.11,70,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-03-30,42.1,69.1,0,0,0,6.93,180,16.11,180,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-04-12,55,64,0.85,0,0,8.5,210,18.12,210,27.96,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-04-13,45,64,0,0,0,9.17,50,19.91,50,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-04-15,39.9,66.9,0,0,0,9.62,70,21.92,60,29.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-04-16,35.1,70,0,0,0,4.7,40,16.11,80,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-04-23,61,77,0,0,0,4.92,50,19.91,50,23.94,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-04-24,50,73.9,0,0,0,4.25,40,12.97,50,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-05-07,50,75,0,0,0,6.26,250,16.11,240,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-05-14,52,82,0,0,0,5.14,240,21.92,230,27.96,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-05-25,59,87.1,0,0,0,3.8,220,16.11,220,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-05-26,64,89.1,0,0,0,6.71,230,14.99,230,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-06-09,52,82,0,0,0,3.36,240,14.09,240,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-06-13,62.1,84.9,0,0,0,3.13,40,12.97,300,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-06-24,69.1,88,0.1,0,0,2.01,200,14.99,200,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-06-26,64,84.9,0,0,0,3.8,80,12.08,80,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-07-13,72,93.9,0,0,0,3.13,240,12.08,320,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-07-16,70,87.1,1.98,0,0,6.26,180,14.99,210,17,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
2016-07-18,72,93,0,0,0,7.38,240,14.09,230,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-07-29,75,91.9,0,0,0,4.92,20,10.07,30,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-08-06,73.9,93,0,0,0,7.38,230,12.97,250,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-08-08,73,89.1,0.54,0,0,6.71,270,14.99,290,21.03,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
2016-08-21,73.9,93.9,0,0,0,6.26,330,17,310,27.07,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
2016-08-29,69.1,90,0,0,0,5.59,40,12.97,50,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-08-30,66.9,91.9,0,0,0,4.92,40,14.09,50,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-09-06,61,91,0,0,0,4.03,240,12.97,250,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-09-15,66,90,0,0,0,7.83,40,17,80,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-09-18,71.1,90,0.06,0,0,3.58,100,12.97,150,17,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
2016-09-28,66,86,0.45,0,0,5.14,240,21.92,240,29.08,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
2016-09-29,64.9,79,0.32,0,0,6.49,110,18.12,120,23.04,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
2016-10-01,66,84,0,0,0,3.8,240,17,250,23.04,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-10-10,45,68,0,0,0,5.37,40,16.11,30,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-10-12,48,73,0,0,0,1.57,20,8.05,30,12.97,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-10-18,60.1,84,0,0,0,7.61,230,17,250,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-10-20,61,86,0,0,0,3.8,180,12.08,170,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-10-23,39.9,70,0,0,0,6.71,230,14.99,220,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-10-25,44.1,66,0,0,0,2.68,70,14.99,50,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-10-26,39,68,0,0,0,1.79,230,10.07,230,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-11-04,45,69.1,0.07,0,0,7.16,40,18.12,30,29.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-11-05,37.9,64.9,0,0,0,2.91,90,14.99,90,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-11-06,37,71.1,0,0,0,1.57,30,10.07,30,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-11-09,46.9,66.9,0,0,0,5.59,290,17,330,27.07,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-11-12,30.2,55,0,0,0,7.83,50,19.91,40,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-11-19,42.1,77,0,0,0,9.17,230,23.94,290,38.03,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
2016-11-20,31.1,53.1,0,0,0,6.49,280,18.12,280,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-11-21,27.1,54,0,0,0,5.14,300,16.11,290,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-11-23,28.2,62.1,0,0,0,3.58,230,10.07,230,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-11-29,57.9,72,0.06,0,0,12.97,200,21.92,160,31.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-12-06,43,48.9,0.56,0,0,7.83,60,14.99,330,21.03,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-12-07,37,60.1,0,0,0,2.01,20,8.95,30,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-12-25,48,60.1,0,0,0,5.14,90,10.07,110,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-12-27,52,68,0.01,0,0,10.29,240,19.91,230,25.95,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2016-12-31,23.2,50,0,0,0,8.72,220,21.03,230,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-01-06,32,43,0.25,0,0,6.04,40,14.09,40,19.01,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
2017-01-08,15.3,27.1,0,0,1.18,4.92,300,14.09,300,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-01-10,24.3,48,0,0,1.18,5.14,170,14.99,170,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-01-12,54,73,0,0,0,12.53,230,27.96,230,35.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-01-23,43,60.1,0.28,0,0,9.84,80,25.05,80,31.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-01-28,27.1,52,0,0,0,9.4,230,21.92,260,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-01-30,30.2,46,0,0,0,6.26,270,21.03,280,29.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-02-01,42.1,70,0,0,0,3.8,220,10.07,30,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-02-05,27.1,60.1,0.01,0,0,4.92,220,16.11,280,23.04,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
2017-02-15,39,55.9,0.34,0,0,5.37,290,14.99,300,25.05,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-02-19,44.1,73,0,0,0,4.7,250,16.11,240,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-02-20,42.1,73,0,0,0,1.79,90,12.97,290,23.04,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
2017-02-24,46.9,80.1,0,0,0,3.58,230,14.09,170,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-02-25,52,81,0,0,0,13.2,230,29.97,240,38.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-02-27,35.1,66,0,0,0,5.37,220,14.99,180,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-02-28,50,77,0,0,0,7.16,220,19.91,210,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-03-08,46,69.1,0.05,0,0,8.5,220,23.04,210,31.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-03-25,52,75.9,0,0,0,10.74,240,21.03,240,27.07,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-04-07,43,59,0,0,0,11.86,290,23.94,260,36.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-04-12,55.9,82.9,0,0,0,4.03,210,14.09,220,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-04-16,60.1,82,0,0,0,12.75,250,23.04,240,31.09,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
2017-04-22,55.9,87.1,0.09,0,0,9.4,250,25.95,240,35.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-04-23,53.1,55.9,0.77,0,0,11.18,90,21.03,80,27.07,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-04-24,53.1,60.1,4.51,0,0,10.96,50,21.03,40,25.05,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-05-04,57,80.1,0.29,0,0,10.74,140,19.91,140,27.96,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2017-05-14,48.9,81,0,0,0,7.16,250,17,230,23.94,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2011-12-26,34,54,0,0,0,3.36,50,12.08,10,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2011-12-28,37.9,53.1,0,0,0,6.49,270,17,270,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2012-01-05,30,55,0,0,0,3.58,280,14.09,240,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2012-01-19,27,48.9,0,0,0,6.26,240,14.99,230,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2012-01-22,32,37,0,0,0,8.05,40,17.9,40,23.04,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2012-01-23,36,53.1,0,0,0,4.03,180,8.95,190,12.97,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
2012-01-27,46,69.1,0.22,0,0,11.18,230,31.09,220,40.04,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
2012-02-02,48.9,69.1,0.02,0,0,6.71,300,14.09,320,23.94,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
2012-02-04,37.9,55,0.23,0,0,4.03,230,14.09,230,16.11,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
2012-02-13,21.9,52,0,0,0,3.36,230,14.99,230,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2012-02-19,33.1,54,0.71,0.91,0,10.51,40,23.04,50,31.09,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No
2012-02-20,30,48.9,0,0,0.98,5.14,50,17,10,25.05,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
2012-02-27,33.1,48.9,0.24,0,0,2.01,250,8.95,240,12.08,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
2012-02-29,48,71.1,0.05,0,0,9.84,230,25.05,230,31.99,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
2012-03-07,34,70,0,0,0,7.16,220,19.91,210,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2012-03-12,42.1,73,0,0,0,8.28,220,19.91,240,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2012-03-26,53.1,77,0.03,0,0,5.82,40,17.9,40,23.94,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
2012-03-29,55.9,82.9,0,0,0,6.04,280,17,280,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2012-03-31,59,75.9,0.27,0,0,6.26,80,17.9,80,21.92,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
2012-04-06,39.9,63,0.05,0,0,6.93,40,19.91,20,27.96,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
